,Date,Area,Deaths,Cases,Tests
873,2020-06-09,Wales,9,42,
874,2020-06-08,Wales,3,42,
875,2020-06-07,Wales,5,40,
876,2020-06-06,Wales,10,42,
877,2020-06-05,Wales,4,76,
878,2020-06-04,Wales,8,35,
879,2020-06-03,Wales,17,82,
880,2020-06-02,Wales,7,67,
881,2020-06-01,Wales,5,59,
882,2020-05-31,Wales,11,82,
883,2020-05-30,Wales,14,86,
884,2020-05-29,Wales,10,102,
885,2020-05-28,Wales,14,72,
886,2020-05-27,Wales,11,97,
887,2020-05-26,Wales,8,141,
888,2020-05-25,Wales,7,106,
889,2020-05-24,Wales,7,140,
890,2020-05-23,Wales,6,185,
891,2020-05-22,Wales,7,138,
892,2020-05-21,Wales,9,166,
893,2020-05-20,Wales,14,110,
894,2020-05-19,Wales,17,166,
895,2020-05-18,Wales,4,101,
896,2020-05-17,Wales,12,162,
897,2020-05-16,Wales,18,183,
898,2020-05-15,Wales,9,126,
899,2020-05-14,Wales,10,128,
900,2020-05-13,Wales,22,133,
901,2020-05-12,Wales,16,105,
902,2020-05-11,Wales,5,124,
903,2020-05-10,Wales,12,223,
904,2020-05-09,Wales,9,118,
905,2020-05-08,Wales,28,152,
906,2020-05-07,Wales,18,87,
907,2020-05-06,Wales,21,95,
908,2020-05-05,Wales,26,145,
909,2020-05-04,Wales,14,195,
910,2020-05-03,Wales,14,174,
911,2020-05-02,Wales,44,183,
912,2020-05-01,Wales,17,160,
913,2020-04-30,Wales,22,183,
914,2020-04-29,Wales,73,117,
915,2020-04-28,Wales,17,232,
916,2020-04-27,Wales,8,203,
917,2020-04-26,Wales,14,178,
918,2020-04-25,Wales,23,299,
919,2020-04-24,Wales,110,243,
920,2020-04-23,Wales,17,234,
921,2020-04-22,Wales,15,274,
922,2020-04-21,Wales,25,304,
923,2020-04-20,Wales,9,276,
924,2020-04-19,Wales,41,334,
925,2020-04-18,Wales,28,292,
926,2020-04-17,Wales,11,244,
927,2020-04-16,Wales,32,284,
928,2020-04-15,Wales,60,272,
929,2020-04-14,Wales,19,238,
930,2020-04-13,Wales,15,313,
931,2020-04-12,Wales,18,367,
932,2020-04-11,Wales,36,340,
933,2020-04-10,Wales,29,502,
934,2020-04-09,Wales,41,16,
935,2020-04-08,Wales,33,283,
936,2020-04-07,Wales,19,291,
937,2020-04-06,Wales,27,302,
938,2020-04-05,Wales,12,344,
939,2020-04-04,Wales,13,387,
940,2020-04-03,Wales,24,345,
941,2020-04-02,Wales,19,284,
942,2020-04-01,Wales,29,274,
943,2020-03-31,Wales,7,112,
944,2020-03-30,Wales,14,210,
945,2020-03-29,Wales,10,148,
946,2020-03-28,Wales,4,172,
947,2020-03-27,Wales,6,180,
948,2020-03-26,Wales,6,113,
949,2020-03-25,Wales,5,150,
950,2020-03-24,Wales,1,60,
951,2020-03-23,Wales,4,71,
952,2020-03-22,Wales,9,67,
953,2020-03-21,Wales,2,89,
954,2020-03-20,Wales,0,21,
955,2020-03-19,Wales,0,21,
956,2020-03-18,Wales,0,13,
957,2020-03-17,Wales,0,12,
958,2020-03-16,Wales,0,30,
959,2020-03-15,Wales,0,34,
960,2020-03-14,Wales,0,22,
961,2020-03-13,Wales,0,13,
962,2020-03-12,Wales,0,10,
963,2020-03-11,Wales,0,9,
964,2020-03-10,Wales,0,2,
965,2020-03-09,Wales,0,2,
966,2020-03-08,Wales,0,0,
967,2020-03-07,Wales,0,0,
968,2020-03-06,Wales,0,0,
969,2020-03-05,Wales,0,1,
970,2020-03-04,Wales,0,0,
971,2020-03-03,Wales,0,0,
972,2020-03-02,Wales,0,0,
973,2020-03-01,Wales,0,0,
974,2020-02-29,Wales,0,0,
975,2020-02-28,Wales,0,1,
976,2020-02-27,Wales,0,0,
977,2020-02-26,Wales,0,0,
978,2020-02-25,Wales,0,0,
979,2020-02-24,Wales,0,0,
980,2020-02-23,Wales,0,0,
981,2020-02-22,Wales,0,0,
982,2020-02-21,Wales,0,0,
983,2020-02-20,Wales,0,0,
984,2020-02-19,Wales,0,0,
985,2020-02-18,Wales,0,0,
986,2020-02-17,Wales,0,0,
987,2020-02-16,Wales,0,0,
988,2020-02-15,Wales,0,0,
989,2020-02-14,Wales,0,0,
990,2020-02-13,Wales,0,0,
991,2020-02-12,Wales,0,0,
992,2020-02-11,Wales,0,0,
993,2020-02-10,Wales,0,0,
994,2020-02-09,Wales,0,0,
995,2020-02-08,Wales,0,0,
996,2020-02-07,Wales,0,0,
997,2020-02-06,Wales,0,0,
998,2020-02-05,Wales,0,0,
999,2020-02-04,Wales,0,0,
1000,2020-02-03,Wales,0,0,
1001,2020-02-02,Wales,0,0,
1002,2020-02-01,Wales,0,0,
1003,2020-01-31,Wales,0,0,
1004,2020-01-30,Wales,0,0,
1005,2020-01-29,Wales,0,0,
1006,2020-01-28,Wales,0,0,
1007,2020-01-27,Wales,0,0,
1008,2020-01-26,Wales,0,0,
1009,2020-01-25,Wales,0,0,
1010,2020-01-24,Wales,0,0,
1011,2020-01-23,Wales,0,0,
1012,2020-01-22,Wales,0,0,
1013,2020-01-21,Wales,0,0,
1014,2020-01-20,Wales,0,0,
1015,2020-01-19,Wales,0,0,
1016,2020-01-18,Wales,0,0,
1017,2020-01-17,Wales,0,0,
1018,2020-01-16,Wales,0,0,
1019,2020-01-15,Wales,0,0,
1020,2020-01-14,Wales,0,0,
1021,2020-01-13,Wales,0,0,
1022,2020-01-12,Wales,0,0,
1023,2020-01-11,Wales,0,0,
1024,2020-01-10,Wales,0,0,
1025,2020-01-09,Wales,0,0,
1026,2020-01-08,Wales,0,0,
1027,2020-01-07,Wales,0,0,
1028,2020-01-06,Wales,0,0,
1029,2020-01-05,Wales,0,0,
1030,2020-01-04,Wales,0,0,
1031,2020-01-03,Wales,0,0,
